source_row,event_age_ka,pick_value,event_index,dataset_id,event_type,event_label,event_definition,age_column,pick_column,analysis_start_ka,analysis_end_ka,source
97,595.26,1.0,98,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
98,601.92,1.0,99,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
99,618.6,1.0,100,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
100,621.02,1.0,101,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
101,625.78,1.0,102,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
102,634.0,1.0,103,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
103,637.98,1.0,104,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
104,643.28,1.0,105,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
105,644.52,1.0,106,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
106,650.0,1.0,107,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
107,652.1,1.0,108,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
108,656.84,1.0,109,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
109,660.42,1.0,110,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
110,663.88,1.0,111,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
111,670.34,1.0,112,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
112,676.4,1.0,113,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
113,679.06,1.0,114,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
114,682.88,1.0,115,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
115,693.5,1.0,116,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
116,701.8,1.0,117,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
117,714.94,1.0,118,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
118,724.8,1.0,119,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
119,725.94,1.0,120,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
120,736.18,1.0,121,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
121,757.46,1.0,122,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
122,764.24,1.0,123,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
123,770.24,1.0,124,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
124,787.44,1.0,125,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
125,799.0,1.0,126,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
0,11.402407613184174,1.0,1,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
1,14.572905393916493,1.0,2,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
2,27.9793910080915,1.0,3,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
3,29.831152498377676,1.0,4,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
4,32.919723059451826,1.0,5,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
5,33.89269230769231,1.0,6,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
6,35.39842363460608,1.0,7,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
7,37.459285386819474,1.0,8,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
8,38.56610487106016,1.0,9,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
9,41.7,1.0,10,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
10,43.69368493150685,1.0,11,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
11,47.59259421182266,1.0,12,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
12,53.86740350377438,1.0,13,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
13,57.659007848363686,1.0,14,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
14,59.30156174121076,1.0,15,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
15,64.65434996081451,1.0,16,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
16,71.61500992699125,1.0,17,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
17,75.81552948948948,1.0,18,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
18,83.58291495284391,1.0,19,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
19,90.66614054416556,1.0,20,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
20,103.35484795138207,1.0,21,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
21,109.77761542012928,1.0,22,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
22,125.32790820673185,1.0,23,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
23,129.07452589072466,1.0,24,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
24,147.36634425456978,1.0,25,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
25,149.0832320742082,1.0,26,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
26,150.97180867581042,1.0,27,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
27,160.69435786143114,1.0,28,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
28,164.03352385202012,1.0,29,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
29,169.48426684230336,1.0,30,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
30,173.18254908054905,1.0,31,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
31,176.294819690442,1.0,32,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
32,177.9590564102564,1.0,33,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
33,178.65,1.0,34,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
34,189.97930809248555,1.0,35,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
35,192.67904271003977,1.0,36,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
36,199.07712332556784,1.0,37,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
37,216.8483851073425,1.0,38,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
38,226.71390956408098,1.0,39,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
39,229.5815786411596,1.0,40,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
40,232.02721911054135,1.0,41,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
41,242.4522797554482,1.0,42,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
42,243.88598166641825,1.0,43,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
43,248.50922296641428,1.0,44,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
44,251.8764368154625,1.0,45,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
45,257.6451326277037,1.0,46,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
46,259.51836226415094,1.0,47,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
47,261.9851063719653,1.0,48,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
48,264.30493887083725,1.0,49,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
49,276.9088177368622,1.0,50,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
50,278.80551795456495,1.0,51,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
51,281.47721396014634,1.0,52,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
52,291.42979144658676,1.0,53,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
53,297.52778461963123,1.0,54,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
54,301.83105070495697,1.0,55,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
55,306.8889179521644,1.0,56,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
56,317.7801584879551,1.0,57,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
57,327.90134618362464,1.0,58,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
58,334.8609458364278,1.0,59,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
59,335.20995230869227,1.0,60,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
60,335.743726913332,1.0,61,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
61,336.25253465346543,1.0,62,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
62,349.3827409805063,1.0,63,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
63,351.12312290502797,1.0,64,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
64,366.8049739836804,1.0,65,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
65,372.804462591687,1.0,66,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
66,378.1905631536605,1.0,67,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
67,387.3781174577635,1.0,68,barker_variable_threshold_speleo_0_400,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeloAge (kyr).1,DO pick variable threshold,0.0,400.0,data/raw/Barker et al-2011-SOM.xls
